TransactionID,TransactionDate,PreviousTransactionDate,AccountID,CustomerAge,CustomerOccupation,RecipientAccountID,TransactionAmount,AccountBalance,TransactionType,Channel,Location,Location_Original_US,BPS_RegionCode,DeviceID,IP Address,MerchantID,TransactionDuration,LoginAttempts,IsFraud,FraudType,ThreatIntel_Flag,AnalystStatus
TX001041,2024-11-04 8:12:16,2023-05-22 17:27:11,AC00024,37.0,Engineer,REC-0168,84.89,4735.61,Debit,ATM,Pekanbaru,San Jose,1471,D000618,201.113.165.203,M018,70.0,1.0,0,None,False,Auto-Approved
TX001042,2024-11-04 8:06:47,2023-07-12 16:55:44,AC00310,69.0,Retired,REC-0114,832.3,4734.110000000001,Credit,Branch,Bogor,Austin,3271,D000153,73.156.208.26,M061,86.0,1.0,0,None,True,Auto-Approved
TX001043,2024-11-04 8:09:50,2023-12-04 17:54:09,AC00246,22.0,Student,REC-RING011,180.65,816.01,Debit,Branch,Palu,Charlotte,7271,D_UNKNOWN,10.223.224.50,M012,38.0,5.0,1,Account Takeover (ATO),True,Closed-Confirmed Fraud
TX001044,2024-11-04 8:12:15,2023-03-27 17:16:08,AC00463,52.0,Retired,REC-0238,7.76,7393.11,Credit,Online,Balikpapan,Las Vegas,6471,D000376,170.99.15.217,M091,84.0,1.0,0,None,False,Auto-Approved
TX001045,2024-11-04 8:06:29,2023-08-02 16:52:15,AC00318,56.0,Doctor,REC-0155,109.3,13510.11,Debit,Branch,Yogyakarta,Fort Worth,3471,D000006,93.146.251.20,M020,27.0,1.0,0,None,False,Auto-Approved
TX001046,2024-11-04 8:11:47,2023-05-01 16:23:40,AC00474,79.0,Retired,REC-0210,230.08,4466.1,Debit,Online,Bogor,Austin,3271,D000045,93.52.44.101,M006,124.0,1.0,0,None,False,Auto-Approved
TX001047,2024-11-04 8:10:23,2023-02-20 16:08:48,AC00192,54.0,Retired,REC-0060,361.92,7474.31,Debit,ATM,Jakarta Timur,Detroit,3172,D000647,27.215.118.94,M018,111.0,1.0,0,None,False,Cleared
TX001048,2024-11-04 8:07:50,2023-02-02 17:02:05,AC00100,68.0,Retired,REC-0072,71.29,7225.63,Debit,ATM,Jakarta Pusat,Chicago,3171,D000345,112.86.148.212,M075,55.0,2.0,0,None,False,Auto-Approved
TX001049,2024-11-04 8:07:54,2023-01-16 16:50:13,AC00407,46.0,Doctor,REC-0024,122.45,7255.49,Debit,Branch,Kupang,New York,5371,D000505,119.43.28.203,M065,98.0,1.0,0,None,False,Cleared
TX001050,2024-11-04 8:12:10,2023-08-14 16:36:43,AC00276,65.0,Doctor,REC-0020,642.53,11417.91,Debit,ATM,Semarang,Mesa,3374,D000202,5.50.152.168,M048,128.0,1.0,0,None,False,Auto-Approved
TX001051,2024-11-04 8:10:33,2023-05-08 16:24:00,AC_UNK_006,25.0,Student,REC-0156,62.86,1040.43,Debit,Branch,Jakarta Utara,Houston,3175,D000271,200.136.146.93,M090,31.0,1.0,0,None,True,Auto-Approved
TX001052,2024-11-04 8:08:37,2023-12-21 18:44:40,AC00228,69.0,Doctor,REC-0253,175.21,6039.04,Credit,ATM,Semarang,Mesa,3374,D000059,96.162.11.85,M049,69.0,1.0,0,None,False,Cleared
TX001053,2024-11-04 8:12:20,2023-08-24 16:01:40,AC00022,32.0,Engineer,REC-0060,168.0,3498.58,Credit,Branch,Jakarta Barat,Tucson,3173,D000669,72.128.135.172,M053,11.0,1.0,0,None,False,Auto-Approved
TX001054,2024-11-04 8:07:19,2023-10-09 16:50:41,AC00052,67.0,Retired,REC-0050,11.46,6628.75,Debit,Online,Jakarta Pusat,Chicago,3171,D000232,217.82.46.37,M056,73.0,1.0,0,None,False,Auto-Approved
TX001055,2024-11-04 8:08:17,2023-06-05 17:48:07,AC00151,62.0,Doctor,REC-0121,382.07,10156.09,Credit,Branch,Surabaya,Omaha,3578,D000318,21.97.154.92,M091,147.0,1.0,0,None,True,Auto-Approved
TX001056,2024-11-04 8:10:20,2023-09-20 17:49:53,AC00317,18.0,Student,REC-0276,13.48,521.88,Debit,Online,Balikpapan,Las Vegas,6471,D000279,32.169.88.41,M094,20.0,3.0,0,None,False,Cleared
TX001057,2024-11-04 8:11:09,2023-11-02 16:15:50,AC00348,28.0,Student,REC-0070,65.32,9165.02,Debit,ATM,Semarang,Mesa,3374,D000684,40.10.25.102,M094,54.0,1.0,0,None,False,Auto-Approved
TX001058,2024-11-04 8:10:42,2023-01-06 16:13:53,AC00191,27.0,Engineer,REC-0199,83.07,6704.76,Debit,Branch,Padang,Miami,1371,D000182,138.210.196.19,M026,291.0,4.0,0,None,False,Auto-Approved
TX001059,2024-11-04 8:06:48,2023-07-25 18:04:46,AC00120,77.0,Retired,REC-0233,730.1,6384.05,Credit,Branch,Jakarta Pusat,Chicago,3171,D000453,190.164.160.79,M053,93.0,1.0,0,None,False,Auto-Approved
TX001060,2024-11-04 8:08:13,2023-12-11 16:06:04,AC00487,62.0,Retired,REC-0190,85.31,6095.65,Debit,ATM,Samarinda,Kansas City,6472,D000332,45.64.74.86,M019,27.0,1.0,0,None,False,Auto-Approved
TX001061,2024-11-04 8:10:14,2023-11-03 16:31:22,AC00173,18.0,Student,REC-0277,726.61,1008.76,Debit,ATM,Jakarta Selatan,Phoenix,3174,D000141,210.228.226.64,M081,277.0,1.0,0,None,False,Auto-Approved
TX001062,2024-11-04 8:09:41,2023-04-03 16:31:32,AC00089,45.0,Engineer,REC-0215,130.4,4381.24,Debit,Branch,Mataram,Raleigh,5271,D000373,163.129.70.210,M024,63.0,1.0,0,None,False,Cleared
TX001063,2024-11-04 8:10:15,2023-01-02 16:00:06,AC00456,20.0,Student,REC-0080,68.1,1382.8,Debit,ATM,Batam,Milwaukee,2171,D000235,94.227.164.192,M089,47.0,1.0,0,None,False,Cleared
TX001064,2024-11-04 8:10:54,2023-12-08 17:05:35,AC00025,26.0,Student,REC-0213,65.26,7380.63,Debit,Branch,Jayapura,Sacramento,9471,D000489,77.208.193.198,M026,72.0,1.0,0,None,False,Auto-Approved
TX001065,2024-11-04 8:07:04,2023-07-28 17:19:48,AC00158,63.0,Doctor,REC-0051,191.62,1981.67,Debit,Branch,Solo,Jacksonville,3372,D000663,165.114.224.47,M016,51.0,1.0,0,None,False,Cleared
TX001066,2024-11-04 8:11:36,2023-05-19 18:44:23,AC00041,39.0,Doctor,REC-0251,212.88,7036.72,Debit,Online,Jakarta Utara,Fresno,3175,D000663,184.146.10.88,M062,122.0,1.0,0,None,False,Auto-Approved
TX001067,2024-11-04 8:08:14,2023-01-17 16:10:33,AC00458,30.0,Engineer,REC-0209,88.38,3707.82,Debit,ATM,Bandung,Virginia Beach,3273,D000100,19.20.13.234,M026,138.0,1.0,0,None,False,Auto-Approved
TX001068,2024-11-04 8:08:21,2023-06-15 17:49:07,AC00248,42.0,Engineer,REC-0144,48.77,2040.16,Debit,Online,Bogor,Austin,3271,D000273,110.247.153.70,M013,51.0,1.0,0,None,False,Cleared
TX001069,2024-11-04 8:09:54,2023-07-11 16:08:55,AC00356,27.0,Student,REC-0017,289.1,4734.110000000001,Debit,ATM,Makassar,Baltimore,7371,D000601,105.87.212.115,M064,206.0,1.0,0,None,False,Auto-Approved
TX001070,2024-11-04 8:10:14,2023-10-09 16:52:40,AC00065,26.0,Engineer,REC-0190,390.09,2617.23,Debit,Online,Sorong,El Paso,9271,D000589,48.89.167.189,M057,49.0,1.0,0,None,False,Auto-Approved
TX001071,2024-11-04 8:07:56,2023-09-25 17:58:54,AC00249,37.0,Engineer,REC-0112,48.29,8883.4,Debit,Online,Tangerang Selatan,San Diego,3674,D000295,221.105.243.251,M060,242.0,1.0,0,None,False,Cleared
TX001072,2024-11-04 8:11:07,2023-07-31 17:46:50,AC00497,63.0,Retired,REC-0228,333.83,1660.66,Debit,ATM,Jakarta Utara,Fresno,3175,D000063,121.67.144.20,M097,135.0,1.0,0,None,False,Auto-Approved
TX001073,2024-11-04 8:11:13,2023-01-05 16:43:14,AC00045,67.0,Retired,REC-0228,1074.29,2011.6,Debit,Branch,Semarang,Portland,3374,D000147,138.210.196.19,M081,79.0,1.0,0,None,False,Auto-Approved
TX001074,2024-11-04 8:10:38,2023-07-10 17:25:41,AC00442,79.0,Retired,REC-0121,100.27,4309.9,Debit,Online,Padang,Miami,1371,D000298,144.91.150.133,M045,51.0,1.0,0,None,False,Cleared
TX001075,2024-11-04 8:07:59,2023-10-16 16:23:58,AC00248,31.0,Engineer,REC-0186,44.54,362.4,Debit,ATM,Surakarta,San Antonio,3372,D000046,81.67.222.238,M048,164.0,1.0,0,None,False,Auto-Approved
TX001076,2024-11-04 8:11:37,2023-09-21 16:11:47,AC00078,52.0,Doctor,REC-RING011,1156.18,836.69,Credit,Branch,Jakarta Selatan,Phoenix,3174,D000022,40.45.69.120,M054,40.0,1.0,1,Identity Theft,False,Closed-Confirmed Fraud
TX001077,2024-11-04 8:09:37,2023-12-18 18:25:05,AC00345,28.0,Student,REC-0189,82.17,1913.06,Debit,Branch,Yogyakarta,Fort Worth,3471,D000669,130.29.230.16,M096,21.0,1.0,0,None,False,Cleared
TX001078,2024-11-04 8:11:59,2023-10-30 16:45:47,AC00331,19.0,Student,REC-RING011,1045.45,563.46,Debit,Online,Makassar,Baltimore,7371,D000547,199.103.32.145,M036,150.0,1.0,1,Phishing,False,Escalated
TX001079,2024-11-04 8:08:15,2023-12-18 16:32:56,AC00332,32.0,Engineer,REC-0184,447.42,6133.22,Debit,Online,Palu,Charlotte,7271,D000279,213.15.9.253,M056,65.0,1.0,0,None,False,Auto-Approved
TX001080,2024-11-04 8:08:42,2023-06-19 16:20:40,AC00448,25.0,Student,REC-0032,590.26,1068.28,Credit,Branch,Bogor,Austin,3271,D000519,168.55.35.243,M089,48.0,1.0,0,None,False,Auto-Approved
TX001081,2024-11-04 8:11:39,2023-10-16 16:51:25,AC00102,71.0,Retired,REC-0204,192.73,2037.75,Debit,Branch,Batam,Milwaukee,2171,D000391,182.84.41.229,M027,157.0,1.0,0,None,True,Auto-Approved
TX002523,2024-11-04 8:09:53,2023-04-25 16:28:35,AC00200,26.0,Student,REC-0142,146.01,221.79,Debit,Online,Pontianak,San Francisco,6171,D000270,72.192.101.196,M017,269.0,1.0,0,None,False,Auto-Approved
TX001083,2024-11-04 8:12:00,2023-01-23 16:19:25,AC00200,24.0,Student,REC-0098,136.05,1127.54,Debit,Online,Banda Aceh,Atlanta,1171,D000362,82.115.199.37,M068,63.0,3.0,0,None,False,Auto-Approved
TX001084,2024-11-04 8:10:56,2023-12-20 16:17:16,AC00086,56.0,Retired,REC-0063,11.57,2061.61,Credit,Branch,Kupang,New York,5371,D000550,116.106.207.139,M037,64.0,1.0,0,None,False,Auto-Approved
TX001085,2024-11-04 8:09:36,2023-05-18 16:19:38,AC00139,51.0,Doctor,REC-0233,102.34,4734.110000000001,Debit,Online,Surakarta,San Antonio,3372,D000376,0.0.0.0,M076,78.0,1.0,0,None,True,Auto-Approved
TX001086,2024-11-04 8:09:35,2023-01-09 17:56:30,AC00154,36.0,Engineer,REC-0047,7.82,2240.49,Debit,ATM,Malang,Boston,3573,D000063,40.45.69.120,M090,273.0,1.0,0,None,False,Auto-Approved
TX001087,2024-11-04 8:07:37,2023-07-24 17:30:24,AC00403,74.0,Retired,REC-0109,79.43,6579.37,Debit,ATM,Tangerang,Dallas,3603,D000393,143.212.47.226,M009,72.0,1.0,0,None,True,Auto-Approved
TX001088,2024-11-04 8:06:24,2023-01-31 16:51:55,AC00330,58.0,Retired,REC-0011,386.97,1876.35,Debit,Branch,Mataram,Raleigh,5271,D000324,107.247.202.71,M098,137.0,1.0,0,None,False,Auto-Approved
TX001089,2024-11-04 8:10:07,2023-06-29 16:11:08,AC00362,23.0,Student,REC-0026,51.22,1664.59,Debit,Branch,Jakarta Utara,Fresno,3175,D000083,49.29.37.185,M040,82.0,1.0,0,None,False,Cleared
TX001090,2024-11-04 8:11:46,2023-06-07 16:26:52,AC00423,54.0,Retired,REC-0171,256.05,6910.18,Debit,ATM,Manado,Nashville,7171,D000304,4.105.134.118,M009,35.0,1.0,0,None,False,Auto-Approved
TX001091,2024-11-04 8:09:15,2023-06-16 17:33:15,AC00286,34.0,Doctor,REC-0125,7.79,1319.85,Debit,Branch,Denpasar,Los Angeles,5171,D000214,221.105.243.251,M097,298.0,1.0,0,None,False,Auto-Approved
TX001092,2024-11-04 8:08:48,2023-10-03 17:06:56,AC00332,63.0,Doctor,REC-0065,233.71,6095.5,Debit,Branch,Jambi,Louisville,1571,D000476,35.67.21.23,M073,11.0,1.0,0,None,False,Auto-Approved
TX001093,2024-11-04 8:07:09,2023-01-16 16:38:57,AC00080,55.0,Retired,REC-0290,176.37,2420.86,Debit,Branch,Malang,Boston,3573,D000501,129.102.184.189,M057,126.0,1.0,0,None,False,Cleared
TX002524,2024-11-04 8:10:10,2023-04-20 18:39:10,AC00150,21.0,Student,REC-0106,122.63,359.06,Debit,Branch,Batam,Milwaukee,2171,D000112,219.193.239.152,M029,153.0,1.0,0,None,True,Auto-Approved
TX001095,2024-11-04 8:11:25,2023-03-27 17:54:30,AC00441,75.0,Retired,REC-0036,86.41,3128.71,Debit,ATM,Jakarta Utara,Fresno,3175,D000061,168.55.199.214,M099,125.0,1.0,0,None,False,Cleared
TX001096,2024-11-04 8:09:29,2023-10-26 16:11:13,AC00196,54.0,Retired,REC-0284,21.57,7587.48,Debit,ATM,Pontianak,San Francisco,6171,D000655,136.105.231.135,M071,71.0,1.0,0,None,False,Auto-Approved
TX001097,2024-11-04 8:07:11,2023-08-25 16:40:17,AC00444,26.0,Student,REC-0107,82.67,290.59,Debit,Branch,Batam,Milwaukee,2171,D000466,185.23.87.107,M014,46.0,1.0,0,None,False,Auto-Approved
TX001098,2024-11-04 8:07:07,2023-09-05 18:45:04,AC00295,47.0,Engineer,REC-0111,451.35,7707.96,Credit,Branch,Makassar,Baltimore,7371,D000440,42.61.10.112,M028,112.0,1.0,0,None,False,Cleared
TX001099,2024-11-04 8:09:38,2023-09-05 18:45:04,AC00157,63.0,Retired,REC-0120,299.42,4735.41,Credit,Branch,Pekanbaru,San Jose,1471,D000516,133.63.96.21,M005,53.0,1.0,0,None,False,Auto-Approved
TX001100,2024-11-04 8:11:42,2023-08-14 17:18:07,AC00456,18.0,Student,REC-0169,543.47,6165.03,Debit,ATM,Denpasar,Los Angeles,5171,D000388,160.212.125.105,M092,122.0,1.0,0,None,False,Auto-Approved
TX001101,2024-11-04 8:09:55,2023-12-29 16:32:37,AC00271,21.0,Student,REC-0076,346.76,1637.75,Credit,Branch,Pekanbaru,San Jose,1471,D000299,39.129.125.110,M055,116.0,1.0,0,None,False,Cleared
TX001102,2024-11-04 8:08:50,2023-02-20 16:47:23,AC00462,24.0,Student,REC-0002,47.48,585.52,Debit,Branch,Sorong,El Paso,9271,D000198,196.244.194.198,M027,66.0,1.0,0,None,False,Auto-Approved
TX001103,2024-11-04 8:11:10,2023-05-19 18:47:11,AC00310,58.0,Engineer,REC-0142,64.92,5481.76,Debit,Branch,Banda Aceh,Atlanta,1171,D000110,186.57.149.225,M082,236.0,1.0,0,None,False,Auto-Approved
TX001104,2024-11-04 8:07:16,2023-08-02 16:37:39,AC00189,28.0,Student,REC-0075,350.72,1982.9,Credit,ATM,Jakarta Utara,Fresno,3175,D000679,46.150.175.171,M035,48.0,1.0,0,None,False,Auto-Approved
TX001105,2024-11-04 8:12:18,2023-08-01 16:13:25,AC00328,65.0,Doctor,REC-0067,3.8,5766.96,Debit,Online,Palu,Charlotte,7271,D000286,8.244.162.185,M057,174.0,1.0,0,None,False,Cleared
TX001106,2024-11-04 8:10:34,2023-08-29 16:19:14,AC00057,26.0,Engineer,REC-0277,22.54,7139.11,Debit,Online,Sorong,El Paso,9271,D000075,161.161.26.115,M044,42.0,1.0,0,None,False,Auto-Approved
TX001107,2024-11-04 8:08:42,2023-08-29 16:19:14,AC00360,62.0,Retired,REC-0129,767.14,4732.57,Credit,Branch,Semarang,Mesa,3374,D000441,16.94.155.46,M039,38.0,1.0,0,None,True,Auto-Approved
TX001108,2024-11-04 8:12:04,2023-12-01 17:45:19,AC00209,35.0,Engineer,REC-0090,167.47,2293.13,Debit,ATM,Jayapura,Sacramento,9471,D000002,175.166.115.182,M024,103.0,1.0,0,None,False,Auto-Approved
TX001109,2024-11-04 8:11:55,2023-10-30 16:23:34,AC00390,30.0,Engineer,REC-0057,43.65,2870.67,Credit,Branch,Palu,Charlotte,7271,D000236,41.82.55.163,M066,212.0,1.0,0,None,True,Cleared
TX001110,2024-11-04 8:10:52,2023-04-28 17:12:06,AC00061,56.0,Student,REC-0014,391.08,6885.16,Debit,Online,Jakarta Utara,Fresno,3175,D000290,35.220.238.127,M029,105.0,1.0,0,None,False,Auto-Approved
TX001111,2024-11-04 8:09:06,2023-10-30 16:02:32,AC00345,44.0,Doctor,REC-0068,390.77,5500.56,Debit,Online,Semarang,Portland,3374,D000548,180.224.54.115,M045,34.0,1.0,0,None,False,Auto-Approved
TX001112,2024-11-04 8:09:54,2023-03-28 18:19:10,AC00254,39.0,Engineer,REC-0008,508.16,5609.44,Debit,ATM,Semarang,Mesa,3374,D000010,7.28.148.225,M038,131.0,1.0,0,None,False,Auto-Approved
TX001113,2024-11-04 8:12:08,2023-04-10 16:51:43,AC00271,65.0,Retired,REC-0184,36.76,1228.93,Debit,Online,Ambon,Philadelphia,8171,D000380,58.1.27.124,M053,108.0,1.0,0,None,False,Auto-Approved
TX001114,2024-11-04 8:11:27,2023-06-20 17:05:38,AC00451,27.0,Student,REC-0122,332.33,192.63,Debit,ATM,Samarinda,Kansas City,6472,D000128,52.1.78.30,M039,101.0,1.0,0,None,False,Auto-Approved
TX001115,2024-11-04 8:07:38,2023-02-27 16:59:07,AC00061,32.0,Engineer,REC-0166,362.09,6590.28,Debit,Branch,Kupang,New York,5371,D000449,187.52.200.18,M093,31.0,1.0,0,None,False,Cleared
TX001116,2024-11-04 8:10:23,2023-02-06 16:32:53,AC00245,30.0,Doctor,REC-0009,42.58,13485.0,Debit,Online,Pekanbaru,San Jose,1471,D000388,214.247.164.80,M057,80.0,1.0,0,None,False,Auto-Approved
TX001117,2024-11-04 8:09:08,2023-04-12 17:50:15,AC00105,53.0,Retired,REC-0090,122.35,6472.5,Debit,Branch,Banda Aceh,Atlanta,1171,D000649,219.219.117.136,M008,188.0,1.0,0,None,False,Auto-Approved
TX001118,2024-11-04 8:11:30,2023-02-03 17:46:54,AC00122,28.0,Engineer,REC-0136,248.66,2571.39,Debit,Online,Jakarta Pusat,Chicago,3171,D000129,175.166.115.182,M058,113.0,1.0,0,None,True,Auto-Approved
TX001119,2024-11-04 8:09:11,2023-08-28 17:32:47,AC00202,54.0,Doctor,REC-0027,461.25,676.1,Credit,Online,Jayapura,Sacramento,9471,D000612,136.172.149.77,M044,171.0,1.0,0,None,False,Auto-Approved
TX001120,2024-11-04 8:11:35,2023-09-28 17:06:32,AC00423,56.0,Doctor,REC-0065,61.77,12352.2,Debit,Branch,Palu,Charlotte,7271,D000327,55.154.161.250,M082,49.0,1.0,0,None,False,Auto-Approved
TX001121,2024-11-04 8:06:36,2023-08-14 16:32:28,AC00362,29.0,Engineer,REC-0216,268.92,8765.38,Debit,Branch,Jakarta Pusat,Chicago,3171,D000127,199.6.127.153,M022,148.0,1.0,0,None,False,Auto-Approved
TX001122,2024-11-04 8:06:36,2023-02-02 16:55:25,AC00426,24.0,Student,REC-0270,303.97,1590.88,Debit,Online,Yogyakarta,Fort Worth,3471,D000215,7.146.35.122,M056,77.0,5.0,0,None,False,Auto-Approved
TX001123,2024-11-04 8:09:13,2024-01-01 16:30:58,AC00204,54.0,Engineer,REC-0059,219.02,7375.73,Credit,Online,Tangerang Selatan,San Diego,3674,D000442,187.223.139.194,M093,68.0,1.0,0,None,False,Cleared
TX001124,2024-11-04 8:10:42,2023-08-28 17:19:18,AC00369,20.0,Student,REC-0033,125.14,1845.18,Debit,Branch,Makassar,Baltimore,7371,D000133,48.89.167.189,M080,31.0,1.0,0,None,False,Auto-Approved
TX001125,2024-11-04 8:08:20,2023-02-23 18:42:51,AC00365,53.0,Engineer,REC-0244,47.6,1382.51,Debit,Online,Bogor,Austin,3271,D000591,163.58.140.206,M026,115.0,1.0,0,None,False,Cleared
TX001126,2024-11-04 8:12:14,2023-09-14 17:25:49,AC00063,74.0,Retired,REC-0230,592.82,7508.98,Debit,Online,Banjarmasin,Memphis,6371,D000450,193.108.17.115,M076,248.0,1.0,0,None,True,Auto-Approved
TX001127,2024-11-04 8:10:26,2023-10-16 18:15:48,AC00455,22.0,Student,REC-0186,372.5,3901.82,Debit,ATM,Manado,Nashville,7171,D000628,205.45.234.42,M073,211.0,1.0,0,None,False,Cleared
TX001128,2024-11-04 8:09:28,2023-04-17 16:03:52,AC00415,32.0,Engineer,REC-0263,4.72,4792.01,Debit,Branch,Yogyakarta,Fort Worth,3471,D000610,45.64.74.86,M051,20.0,1.0,0,None,False,Cleared
TX001129,2024-11-04 8:09:18,2023-05-16 16:32:00,AC00279,42.0,Engineer,REC-0056,144.93,6887.52,Debit,Branch,Jakarta Utara,Fresno,3175,D000136,141.121.30.32,M093,74.0,1.0,0,None,False,Cleared
TX001130,2024-11-04 8:09:57,2023-08-29 18:30:14,AC00262,28.0,Engineer,REC-0232,316.56,8643.51,Debit,Online,Palembang,Denver,1671,D000457,13.188.62.74,M052,261.0,1.0,0,None,False,Cleared
TX001131,2024-11-04 8:09:48,2023-07-06 18:10:59,AC00306,22.0,Student,REC-0258,9.18,887.32,Debit,Online,Pontianak,San Francisco,6171,D000535,82.88.241.226,M096,140.0,1.0,0,None,False,Cleared
TX001132,2024-11-04 8:07:46,2023-01-05 16:13:59,AC00164,25.0,Student,REC-0114,421.25,7174.69,Debit,Online,Yogyakarta,Fort Worth,3471,D000422,156.134.123.253,M007,66.0,1.0,0,None,False,Auto-Approved
TX001133,2024-11-04 8:09:41,2023-08-07 16:15:16,AC00236,48.0,Engineer,REC-0023,185.71,2679.91,Debit,Branch,Bandung,Virginia Beach,3273,D000635,32.71.250.58,M084,194.0,1.0,0,None,False,Auto-Approved
TX001134,2024-11-04 8:09:36,2023-09-08 17:50:09,AC00095,60.0,Retired,REC-0267,1432.02,4315.07,Debit,Branch,Jambi,Louisville,1571,D000263,105.87.212.115,M081,138.0,1.0,0,None,False,Cleared
TX001135,2024-11-04 8:10:21,2023-03-17 16:22:52,AC00016,45.0,Engineer,REC-0155,26.27,8853.93,Credit,Online,Semarang,Portland,3374,D000332,62.27.235.199,M027,177.0,1.0,0,None,True,Auto-Approved
TX001136,2024-11-04 8:10:10,2023-09-08 17:08:30,AC00386,61.0,Retired,REC-0235,297.03,1088.62,Debit,Online,Bogor,Austin,3271,D000329,198.39.35.23,M041,151.0,1.0,0,None,False,Auto-Approved
TX001137,2024-11-04 8:09:03,2023-03-06 16:45:24,AC00032,53.0,Retired,REC-0016,341.67,1442.29,Debit,Branch,Surabaya,Omaha,3578,D000160,140.94.123.72,M037,96.0,5.0,0,None,False,Cleared
TX001138,2024-11-04 8:11:40,2023-04-10 17:49:04,AC00152,52.0,Engineer,REC-0032,99.52,3798.09,Debit,ATM,Tangerang Selatan,San Diego,3674,D000335,24.181.236.233,M083,127.0,1.0,0,None,False,Auto-Approved
TX001139,2024-11-04 8:08:10,2023-11-13 16:46:06,AC00020,28.0,Student,REC-0246,881.1,9951.68,Debit,Branch,Jakarta Selatan,Phoenix,3174,D000309,87.50.72.69,M093,16.0,1.0,0,None,False,Cleared
TX001140,2024-11-04 8:07:56,2023-06-15 17:22:42,AC00360,52.0,Engineer,REC-0206,139.69,9567.94,Debit,Online,Depok,Indianapolis,3276,D000502,147.119.62.178,M025,180.0,1.0,0,None,False,Auto-Approved
TX001141,2024-11-04 8:06:59,2023-08-17 16:55:10,AC00286,37.0,Engineer,REC-0219,42.72,4734.110000000001,Debit,ATM,Manado,Nashville,7171,D000193,186.135.2.148,M001,143.0,1.0,0,None,False,Auto-Approved
TX001142,2024-11-04 8:12:19,2023-03-27 16:34:18,AC00241,31.0,Doctor,REC-0056,112.72,9630.0,Debit,Branch,Bekasi,Washington,3275,D000602,189.248.139.91,M028,17.0,1.0,0,None,False,Cleared
TX001143,2024-11-04 8:08:34,2023-02-10 16:28:47,AC00331,19.0,Student,REC-0252,568.88,1307.86,Debit,Branch,Manado,Nashville,7171,D000321,213.15.9.253,M076,105.0,1.0,0,None,False,Auto-Approved
TX001144,2024-11-04 8:09:07,2023-04-20 17:54:10,AC00258,28.0,Student,REC-0228,189.03,1916.46,Debit,ATM,Bengkulu,Oklahoma City,1771,D000074,41.82.55.163,M046,50.0,1.0,0,None,True,Auto-Approved
TX001145,2024-11-04 8:11:34,2023-07-24 16:18:50,AC00040,20.0,Student,REC-0038,199.8,4734.110000000001,Debit,ATM,Jakarta Timur,Detroit,3172,D000138,35.246.53.10,M038,163.0,1.0,0,None,True,Auto-Approved
TX001146,2024-11-04 8:08:48,2023-03-13 16:13:13,AC00143,68.0,Doctor,REC-0042,189.08,10790.8,Debit,Branch,Padang,Miami,1371,D000641,210.136.14.108,M011,238.0,1.0,0,None,False,Auto-Approved
TX001147,2024-11-04 8:06:56,2023-07-04 16:30:15,AC00068,31.0,Engineer,REC-0165,958.9,9977.49,Debit,Branch,Banjarmasin,Memphis,6371,D000183,160.212.125.105,M097,135.0,1.0,0,None,False,Cleared
TX001148,2024-11-04 8:11:25,2023-03-20 16:08:11,AC00052,35.0,Doctor,REC-0076,409.59,14563.02,Debit,Online,Bandar Lampung,Albuquerque,1871,D000430,137.33.78.168,M042,50.0,1.0,0,None,False,Cleared
TX001149,2024-11-04 8:10:29,2023-01-09 16:53:25,AC00352,28.0,Student,REC-0034,349.34,614.14,Credit,ATM,Depok,Indianapolis,3276,D000402,199.59.68.207,M047,112.0,1.0,0,None,False,Auto-Approved
TX001150,2024-11-04 8:11:16,2023-08-11 16:31:43,AC00254,24.0,Student,REC-0065,283.15,603.79,Debit,Online,Makassar,Baltimore,7371,D000383,36.77.94.252,M089,180.0,1.0,0,None,False,Auto-Approved
TX001151,2024-11-04 8:11:54,2023-07-17 16:32:45,AC00100,51.0,Retired,REC-0141,151.82,2197.12,Debit,ATM,Jakarta Pusat,Chicago,3171,D000347,165.114.224.47,M013,105.0,1.0,0,None,False,Cleared
TX001152,2024-11-04 8:09:32,2023-10-30 17:48:09,AC00412,37.0,Engineer,REC-0300,438.59,8994.39,Debit,Online,Pekanbaru,San Jose,1471,D000347,193.217.248.188,M035,103.0,1.0,0,None,False,Auto-Approved
TX001153,2024-11-04 8:07:19,2023-06-28 16:07:37,AC00012,79.0,Student,REC-0281,590.57,3224.6,Debit,ATM,Batam,Milwaukee,2171,D000540,150.231.20.169,M050,93.0,1.0,0,None,False,Cleared
TX001154,2024-11-04 8:08:53,2023-06-28 16:07:37,AC00353,63.0,Retired,REC-0167,63.74,4336.4,Debit,Online,Jakarta Pusat,Chicago,3171,D000658,100.128.70.210,M092,31.0,1.0,0,None,False,Auto-Approved
TX001155,2024-11-04 8:07:54,2023-08-17 16:18:22,AC00445,59.0,Student,REC-0196,77.02,800.83,Credit,Online,Padang,Miami,1371,D000560,195.237.152.198,M053,132.0,1.0,0,None,False,Auto-Approved
TX001156,2024-11-04 8:11:33,2023-08-21 18:07:14,AC00281,47.0,Engineer,REC-0272,501.15,8821.84,Debit,Branch,Jakarta Selatan,Phoenix,3174,D000322,180.224.54.115,M088,208.0,1.0,0,None,False,Auto-Approved
TX001157,2024-11-04 8:09:46,2023-08-30 18:38:56,AC00211,64.0,Retired,REC-0151,917.81,3173.17,Debit,ATM,Samarinda,Kansas City,6472,D000217,42.61.10.112,M047,75.0,2.0,0,None,False,Cleared
