CaseID,TransactionID,TransactionDate,AccountID,RecipientAccountID,TransactionAmount,Location,BPS_RegionCode,IsFraud,FraudType,AnalystStatus,RecommendedDecision_Seed,ReviewPriority_Seed,SLAHours_Seed,EscalationTeam_Seed,ThreatIntelFlagInt,FraudScore_Probability_Seed,RuleRiskLevel,Split
CASE-001393,TX001393,2024-11-04 8:11:04,AC00481,REC-0225,5.29,Pontianak,6171,0,None,Auto-Approved,approve,P3,24,Transaction Monitoring,1,0.3214,medium,train
CASE-001394,TX001394,2024-11-04 8:11:41,AC00166,REC-0269,401.37,Denpasar,5171,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.1066,low,train
CASE-001395,TX001395,2024-11-04 8:09:52,AC00438,REC-0268,145.4,Jakarta Barat,3173,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.1282,low,train
CASE-001396,TX001396,2024-11-04 8:07:12,AC_UNK_008,REC-0082,556.34,Palangka Raya,6271,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.2216,low,train
CASE-001397,TX001397,2024-11-04 8:11:26,AC00041,REC-0187,34.31,Ambon,8171,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.1901,low,train
CASE-001398,TX001398,2024-11-04 8:07:01,AC00141,REC-0191,780.59,Jakarta Barat,3173,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.1704,low,train
CASE-001399,TX001399,2024-11-04 8:08:51,AC00410,REC-0145,282.65,Yogyakarta,3471,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.1894,low,train
CASE-001400,TX001400,2024-11-04 8:09:31,AC00362,REC-0199,305.27,Balikpapan,6471,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,1,0.2998,medium,train
CASE-001401,TX001401,2024-11-04 8:10:15,AC00315,REC-0210,185.81,Bogor,3271,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.1246,low,train
CASE-001402,TX001402,2024-11-04 8:07:05,AC00092,REC-0174,66.01,Batam,2171,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.2469,medium,validation
CASE-001403,TX001403,2024-11-04 8:09:20,AC00133,REC-0027,447.95,Jakarta Barat,3173,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.2499,medium,train
CASE-001404,TX001404,2024-11-04 8:07:20,AC00069,REC-0172,279.3,Bengkulu,1771,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.1627,low,train
CASE-001405,TX001405,2024-11-04 8:07:00,AC00498,REC-0034,211.36,Depok,3276,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.1605,low,train
CASE-001406,TX001406,2024-11-04 8:09:23,AC00006,REC-0169,611.15,Jakarta Timur,3172,0,None,Cleared,approve,P4,72,Transaction Monitoring,0,0.1924,low,validation
CASE-001407,TX001407,2024-11-04 8:09:50,AC00104,REC-0049,275.2,Kupang,5371,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.1014,low,train
CASE-001408,TX001408,2024-11-04 8:08:54,AC00311,REC-0286,427.79,Pekanbaru,1471,0,None,Cleared,approve,P4,72,Transaction Monitoring,0,0.1913,low,test
CASE-001409,TX001409,2024-11-04 8:07:30,AC00144,REC-0198,469.13,Surakarta,3372,0,None,Cleared,approve,P4,72,Transaction Monitoring,0,0.1748,low,train
CASE-001410,TX001410,2024-11-04 8:08:07,AC00157,REC-0146,102.81,Palangka Raya,6271,0,None,Auto-Approved,approve,P3,24,Transaction Monitoring,1,0.3478,medium,test
CASE-001411,TX001411,2024-11-04 8:06:47,AC00171,REC-0130,22.61,Palangka Raya,6271,0,None,Auto-Approved,approve,P3,24,Transaction Monitoring,1,0.4045,medium,train
CASE-001412,TX001412,2024-11-04 8:08:24,AC00374,REC-0077,68.28,Malang,3573,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.2307,low,test
CASE-001413,TX001413,2024-11-04 8:07:24,AC00219,REC-0171,33.65,Kupang,5371,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.1358,low,validation
CASE-001414,TX001414,2024-11-04 8:06:30,AC00405,REC-0042,362.68,Padang,1371,0,None,Cleared,approve,P4,72,Transaction Monitoring,0,0.2865,medium,train
CASE-001415,TX001415,2024-11-04 8:12:22,AC00075,REC-0299,73.23,Pontianak,6171,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.2892,medium,test
CASE-001416,TX001416,2024-11-04 8:08:39,AC00136,REC-0073,654.49,Bogor,3271,0,None,Auto-Approved,approve,P3,24,Transaction Monitoring,0,0.4337,high,train
CASE-001417,TX001417,2024-11-04 8:07:40,AC00056,REC-0180,18.56,Banjarmasin,6371,0,None,Auto-Approved,approve,P3,24,Transaction Monitoring,1,0.3907,medium,validation
CASE-001418,TX001418,2024-11-04 8:11:28,AC00368,REC-0159,389.05,Tangerang,3603,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.1999,low,train
CASE-001419,TX001419,2024-11-04 8:10:18,AC00261,REC-0201,7.38,Jakarta Utara,3175,0,None,Cleared,approve,P4,72,Transaction Monitoring,0,0.0393,low,train
CASE-001420,TX001420,2024-11-04 8:07:26,AC00090,REC-0067,109.48,Makassar,7371,0,None,Cleared,approve,P4,72,Transaction Monitoring,0,0.0957,low,train
CASE-001421,TX001421,2024-11-04 8:10:19,AC00297,REC-0044,66.91,Palangka Raya,6271,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.1696,low,test
CASE-001422,TX001422,2024-11-04 8:06:45,AC00144,REC-0159,335.48,Bengkulu,1771,0,None,Cleared,approve,P4,72,Transaction Monitoring,0,0.2498,medium,test
CASE-001423,TX001423,2024-11-04 8:09:59,AC00207,REC-0287,38.14,Bandar Lampung,1871,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.1048,low,train
CASE-001424,TX001424,2024-11-04 8:09:33,AC00443,REC-0193,1076.98,Jakarta Timur,3172,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.25,low,test
CASE-001425,TX001425,2024-11-04 8:08:53,AC00179,REC-0169,360.02,Tangerang,3603,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.1795,low,validation
CASE-001426,TX001426,2024-11-04 8:10:40,AC00175,REC-0066,567.71,Banjarmasin,6371,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.0722,low,train
CASE-001427,TX001427,2024-11-04 8:10:27,AC00386,REC-0270,218.19,Bogor,3271,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.1956,low,train
CASE-001428,TX001428,2024-11-04 8:11:39,AC00067,REC-0048,209.99,Palembang,1671,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.198,low,train
CASE-001429,TX001429,2024-11-04 8:06:56,AC00369,REC-0217,11.02,Jakarta Barat,3173,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.2714,medium,train
CASE-001430,TX001430,2024-11-04 8:11:40,AC00257,REC-0261,83.43,Kupang,5371,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.1936,low,test
CASE-001431,TX001431,2024-11-04 8:09:39,AC00059,REC-0186,344.97,Bogor,3271,0,None,Cleared,approve,P3,24,Transaction Monitoring,1,0.4882,high,train
CASE-001432,TX001432,2024-11-04 8:08:42,AC00341,REC-0010,172.29,Sorong,9271,0,None,Cleared,approve,P4,72,Transaction Monitoring,0,0.0718,low,train
CASE-001433,TX001433,2024-11-04 8:09:01,AC00357,REC-0186,195.54,Surabaya,3578,0,None,Cleared,approve,P4,72,Transaction Monitoring,0,0.1533,low,train
CASE-001434,TX001434,2024-11-04 8:06:42,AC_UNK_009,REC-0159,101.23,Tangerang Selatan,3674,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.1341,low,train
CASE-001435,TX001435,2024-11-04 8:11:23,AC00346,REC-0093,180.46,Jakarta Utara,3175,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.1009,low,train
CASE-001436,TX001436,2024-11-04 8:12:17,AC00118,REC-0110,692.55,Palu,7271,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.0929,low,test
CASE-001437,TX001437,2024-11-04 8:07:58,AC00275,REC-0175,147.31,Semarang,3374,0,None,Cleared,approve,P4,72,Transaction Monitoring,0,0.164,low,train
CASE-001438,TX001438,2024-11-04 8:12:07,AC00028,REC-0249,107.48,Denpasar,5171,0,None,Cleared,approve,P4,72,Transaction Monitoring,0,0.0211,low,validation
CASE-001439,TX001439,2024-11-04 8:10:52,AC00179,REC-0099,1831.02,Kendari,7471,0,None,Cleared,approve,P4,72,Transaction Monitoring,0,0.2638,medium,train
CASE-001440,TX001440,2024-11-04 8:07:15,AC00090,REC-0116,81.51,Bekasi,3275,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.283,medium,test
CASE-001441,TX001441,2024-11-04 8:10:38,AC00367,REC-0071,365.48,Palangka Raya,6271,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.2384,medium,train
CASE-001442,TX001442,2024-11-04 8:07:32,AC00441,REC-0080,491.1,Jakarta Utara,3175,0,None,Cleared,approve,P4,72,Transaction Monitoring,0,0.104,low,test
CASE-001443,TX001443,2024-11-04 8:07:34,AC00266,REC-0040,452.8,Denpasar,5171,0,None,Auto-Approved,approve,P3,24,Transaction Monitoring,1,0.3802,medium,train
CASE-001444,TX001444,2024-11-04 8:07:29,AC_UNK_010,REC-0152,645.04,Banjarmasin,6371,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.291,medium,train
CASE-001445,TX001445,2024-11-04 8:11:54,AC00245,REC-0052,169.28,Ambon,8171,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.0914,low,train
CASE-001446,TX001446,2024-11-04 8:09:15,AC00119,REC-0260,88.42,Sorong,9271,0,None,Auto-Approved,approve,P3,24,Transaction Monitoring,1,0.5023,high,train
CASE-001447,TX001447,2024-11-04 8:08:36,AC00061,REC-0277,155.53,Makassar,7371,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.2331,low,train
CASE-001448,TX001448,2024-11-04 8:10:11,AC00080,REC-0270,991.82,Batam,2171,0,None,Cleared,approve,P4,72,Transaction Monitoring,0,0.1329,low,train
CASE-001449,TX001449,2024-11-04 8:11:18,AC00254,REC-0020,39.24,Tangerang,3603,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.1673,low,train
CASE-001450,TX001450,2024-11-04 8:11:14,AC00218,REC-0173,152.01,Yogyakarta,3471,0,None,Auto-Approved,approve,P3,24,Transaction Monitoring,0,0.3202,medium,train
CASE-001451,TX001451,2024-11-04 8:06:41,AC00268,REC-0068,78.77,Balikpapan,6471,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.1669,low,train
CASE-001452,TX001452,2024-11-04 8:07:24,AC00460,REC-0193,26.5,Depok,3276,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.1077,low,test
CASE-001453,TX001453,2024-11-04 8:12:06,AC00257,REC-0079,83.62,Mataram,5271,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.1724,low,test
CASE-001454,TX001454,2024-11-04 8:12:22,AC00398,REC-0084,142.78,Tangerang Selatan,3674,0,None,Auto-Approved,approve,P3,24,Transaction Monitoring,1,0.4051,medium,train
CASE-001455,TX001455,2024-11-04 8:07:20,AC00162,REC-0093,55.99,Sorong,9271,0,None,Auto-Approved,approve,P3,24,Transaction Monitoring,1,0.3717,medium,test
CASE-001456,TX001456,2024-11-04 8:08:33,AC00015,REC-0085,774.48,Jambi,1571,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.0921,low,train
CASE-001457,TX001457,2024-11-04 8:09:44,AC00462,REC-0225,105.37,Jayapura,9471,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.1525,low,train
CASE-001458,TX001458,2024-11-04 8:08:28,AC00218,REC-0023,118.83,Bandung,3273,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.2573,medium,train
CASE-001459,TX001459,2024-11-04 8:08:59,AC00217,REC-0211,46.22,Pekanbaru,1471,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.2996,medium,train
CASE-001460,TX001460,2024-11-04 8:09:32,AC00460,REC-RING012,659.71,Pekanbaru,1471,1,Account Takeover (ATO),Closed-Confirmed Fraud,block_and_freeze,P1,2,ATO Response,1,0.8239,critical,train
CASE-001461,TX001461,2024-11-04 8:11:04,AC00068,REC-0122,377.97,Padang,1371,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.1991,low,train
CASE-001462,TX001462,2024-11-04 8:11:19,AC00214,REC-0228,114.1,Malang,3573,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.0769,low,test
CASE-001463,TX001463,2024-11-04 8:09:25,AC00266,REC-0146,11.3,Jambi,1571,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.0737,low,train
CASE-001464,TX001464,2024-11-04 8:08:19,AC00193,REC-0230,95.5,Surabaya,3578,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.2665,medium,train
CASE-001465,TX001465,2024-11-04 8:11:18,AC00132,REC-0120,130.93,Jakarta Utara,3175,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.1197,low,train
CASE-001466,TX001466,2024-11-04 8:10:58,AC00241,REC-0274,272.97,Malang,3573,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.176,low,validation
CASE-001467,TX001467,2024-11-04 8:09:57,AC00015,REC-0123,73.35,Pontianak,6171,0,None,Cleared,approve,P4,72,Transaction Monitoring,0,0.1428,low,train
CASE-001468,TX001468,2024-11-04 8:12:01,AC00352,REC-0159,29.94,Pontianak,6171,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.141,low,test
CASE-001469,TX001469,2024-11-04 8:09:50,AC00396,REC-0241,307.24,Pekanbaru,1471,0,None,Cleared,approve,P4,72,Transaction Monitoring,0,0.1393,low,test
CASE-001470,TX001470,2024-11-04 8:09:50,AC00174,REC-0100,50.52,Malang,3573,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.1308,low,validation
CASE-001471,TX001471,2024-11-04 8:10:23,AC00024,REC-0189,820.46,Yogyakarta,3471,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.1777,low,train
CASE-001472,TX001472,2024-11-04 8:12:06,AC00250,REC-0293,153.07,Jakarta Timur,3172,0,None,Cleared,approve,P4,72,Transaction Monitoring,0,0.2031,low,train
CASE-001473,TX001473,2024-11-04 8:11:08,AC00373,REC-0226,52.94,Jakarta Barat,3173,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.1747,low,test
CASE-001474,TX001474,2024-11-04 8:10:13,AC00030,REC-0237,384.41,Solo,3372,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.1185,low,validation
CASE-001475,TX001475,2024-11-04 8:11:06,AC00422,REC-0145,235.42,Jakarta Selatan,3174,0,None,Cleared,approve,P4,72,Transaction Monitoring,0,0.0902,low,train
CASE-001476,TX001476,2024-11-04 8:06:35,AC00229,REC-0196,114.23,Tangerang,3603,0,None,Cleared,approve,P4,72,Transaction Monitoring,0,0.1709,low,train
CASE-001477,TX001477,2024-11-04 8:09:03,AC00002,REC-0258,12.62,Sorong,9271,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.1474,low,validation
CASE-001478,TX001478,2024-11-04 8:07:23,AC00227,REC-0271,997.37,Yogyakarta,3471,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.2186,medium,train
CASE-001479,TX001479,2024-11-04 8:11:16,AC00393,REC-0215,373.52,Tangerang Selatan,3674,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.1652,low,train
CASE-001480,TX001480,2024-11-04 8:12:13,AC00042,REC-0083,336.05,Surakarta,3372,0,None,Auto-Approved,approve,P3,24,Transaction Monitoring,1,0.4576,medium,test
CASE-001481,TX001481,2024-11-04 8:11:33,AC00111,REC-0103,366.93,Jakarta Utara,3175,0,None,Cleared,approve,P3,24,Transaction Monitoring,1,0.4262,medium,train
CASE-001482,TX001482,2024-11-04 8:11:23,AC00178,REC-0071,112.27,Palangka Raya,6271,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.2691,medium,train
CASE-001483,TX001483,2024-11-04 8:08:34,AC00218,REC-0129,494.96,Jayapura,9471,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.2579,medium,train
CASE-001484,TX001484,2024-11-04 8:06:32,AC00198,REC-0027,561.58,Jayapura,9471,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.2632,medium,train
CASE-001485,TX001485,2024-11-04 8:11:22,AC00060,REC-0247,440.94,Surakarta,3372,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.1144,low,train
CASE-001486,TX001486,2024-11-04 8:12:07,AC00397,REC-0191,71.9,Denpasar,5171,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.1548,low,train
CASE-001487,TX001487,2024-11-04 8:06:55,AC00338,REC-0284,256.66,Mataram,5271,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.277,medium,train
CASE-001488,TX001488,2024-11-04 8:09:36,AC00101,REC-0053,166.55,Jakarta Utara,3175,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.1407,low,train
CASE-001489,TX001489,2024-11-04 8:11:47,AC00384,REC-0265,276.26,Jambi,1571,0,None,Cleared,approve,P3,24,Transaction Monitoring,0,0.3032,medium,train
CASE-001490,TX001490,2024-11-04 8:10:12,AC00368,REC-0064,35.46,Depok,3276,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.1795,low,train
CASE-001491,TX001491,2024-11-04 8:07:16,AC00233,REC-0146,38.14,Semarang,3374,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.0796,low,train
CASE-001492,TX001492,2024-11-04 8:11:53,AC00375,REC-0043,506.26,Makassar,7371,0,None,Cleared,approve,P3,24,Transaction Monitoring,1,0.3344,medium,train
CASE-001493,TX001493,2024-11-04 8:10:23,AC00277,REC-0083,736.32,Depok,3276,0,None,Cleared,approve,P4,72,Transaction Monitoring,0,0.2394,medium,train
CASE-001494,TX001494,2024-11-04 8:10:57,AC00202,REC-0140,389.43,Bogor,3271,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.2282,medium,validation
CASE-001495,TX001495,2024-11-04 8:06:29,AC00142,REC-0231,25.58,Surabaya,3578,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.2462,medium,train
CASE-001496,TX001496,2024-11-04 8:08:30,AC00178,REC-0263,446.1,Palangka Raya,6271,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.1474,low,train
CASE-001497,TX001497,2024-11-04 8:12:18,AC00130,REC-0076,147.74,Mataram,5271,0,None,Cleared,approve,P3,24,Transaction Monitoring,0,0.3031,medium,train
CASE-001498,TX001498,2024-11-04 8:09:05,AC00018,REC-0224,1228.81,Pontianak,6171,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.2662,medium,train
CASE-001499,TX001499,2024-11-04 8:09:46,AC00293,REC-0047,46.23,Jakarta Utara,3175,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.1928,low,train
CASE-001500,TX001500,2024-11-04 8:09:20,AC00449,REC-0114,265.37,Bekasi,3275,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.0655,low,train
CASE-001501,TX001501,2024-11-04 8:09:51,AC00496,REC-0231,342.57,Malang,3573,0,None,Auto-Approved,approve,P3,24,Transaction Monitoring,0,0.4408,high,train
CASE-001502,TX001502,2024-11-04 8:11:53,AC00370,REC-0179,417.26,Kupang,5371,0,None,Cleared,approve,P4,72,Transaction Monitoring,0,0.1594,low,test
CASE-001503,TX001503,2024-11-04 8:10:52,AC00341,REC-0014,33.63,Kendari,7471,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.2081,low,train
CASE-001504,TX001504,2024-11-04 8:11:27,AC00400,REC-0213,64.58,Sorong,9271,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.2633,medium,train
CASE-001505,TX001505,2024-11-04 8:09:54,AC00301,REC-0028,23.23,Padang,1371,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.1697,low,train
CASE-001506,TX001506,2024-11-04 8:07:59,AC00249,REC-0203,211.36,Solo,3372,0,None,Auto-Approved,approve,P3,24,Transaction Monitoring,1,0.4275,medium,train
CASE-001507,TX001507,2024-11-04 8:09:44,AC00239,REC-0258,278.88,Samarinda,6472,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,1,0.2823,medium,validation
CASE-001508,TX001508,2024-11-04 8:12:14,AC00419,REC-0192,285.49,Palu,7271,0,None,Auto-Approved,approve,P3,24,Transaction Monitoring,1,0.4939,high,validation
CASE-001509,TX001509,2024-11-04 8:12:07,AC00435,REC-0121,71.87,Manado,7171,0,None,Auto-Approved,approve,P3,24,Transaction Monitoring,1,0.5449,high,train
CASE-001510,TX001510,2024-11-04 8:09:59,AC00012,REC-0198,308.8,Makassar,7371,0,None,Cleared,approve,P3,24,Transaction Monitoring,1,0.4183,medium,train
CASE-001511,TX001511,2024-11-04 8:07:24,AC00438,REC-0042,135.35,Jakarta Utara,3175,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.1767,low,train
CASE-001512,TX001512,2024-11-04 8:09:00,AC00345,REC-0192,288.43,Jakarta Selatan,3174,0,None,Cleared,approve,P4,72,Transaction Monitoring,0,0.1887,low,train
CASE-001513,TX001513,2024-11-04 8:11:31,AC00026,REC-0115,147.46,Bandar Lampung,1871,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.1974,low,train
CASE-001514,TX001514,2024-11-04 8:10:59,AC00416,REC-0015,214.15,Medan,1275,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.1251,low,train
CASE-001515,TX001515,2024-11-04 8:09:43,AC00272,REC-0164,71.34,Padang,1371,0,None,Cleared,approve,P4,72,Transaction Monitoring,0,0.2929,medium,train
CASE-001516,TX001516,2024-11-04 8:09:24,AC00468,REC-0051,170.36,Depok,3276,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.1803,low,train
CASE-001517,TX001517,2024-11-04 8:08:58,AC00040,REC-0172,965.66,Mataram,5271,0,None,Auto-Approved,approve,P3,24,Transaction Monitoring,0,0.4371,high,train
CASE-001518,TX001518,2024-11-04 8:09:38,AC00302,REC-0075,736.53,Ambon,8171,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.2078,low,train
CASE-001519,TX001519,2024-11-04 8:11:26,AC00271,REC-0071,213.42,Kendari,7471,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.2471,medium,train
CASE-001520,TX001520,2024-11-04 8:10:29,AC00495,REC-0020,94.09,Padang,1371,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.0466,low,train
CASE-001521,TX001521,2024-11-04 8:08:29,AC00246,REC-0147,91.23,Malang,3573,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.2233,medium,train
CASE-001522,TX001522,2024-11-04 8:10:43,AC00139,REC-0242,263.92,Tangerang Selatan,3674,0,None,Cleared,approve,P4,72,Transaction Monitoring,0,0.0263,low,train
CASE-001523,TX001523,2024-11-04 8:08:15,AC00298,REC-0072,77.5,Yogyakarta,3471,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.1691,low,train
CASE-001524,TX001524,2024-11-04 8:11:01,AC00246,REC-0241,3.65,Padang,1371,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.1703,low,train
CASE-001525,TX001525,2024-11-04 8:08:21,AC_UNK_011,REC-0230,43.88,Palangka Raya,6271,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.0844,low,test
CASE-001526,TX001526,2024-11-04 8:07:44,AC00310,REC-0003,211.36,Sorong,9271,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.122,low,train
CASE-001527,TX001527,2024-11-04 8:10:25,AC00083,REC-0041,224.79,Malang,3573,0,None,Cleared,approve,P4,72,Transaction Monitoring,0,0.205,low,train
CASE-001528,TX001528,2024-11-04 8:11:58,AC00222,REC-0010,64.3,Jambi,1571,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.0907,low,train
CASE-001529,TX001529,2024-11-04 8:11:34,AC00459,REC-0132,111.79,Solo,3372,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.1216,low,train
CASE-001530,TX001530,2024-11-04 8:10:20,AC00091,REC-0111,927.16,Pontianak,6171,0,None,Auto-Approved,approve,P3,24,Transaction Monitoring,1,0.3504,medium,train
CASE-001531,TX001531,2024-11-04 8:10:53,AC00122,REC-0077,613.7,Yogyakarta,3471,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.1889,low,train
CASE-001532,TX001532,2024-11-04 8:10:16,AC00432,REC-0281,26.07,Makassar,7371,0,None,Auto-Approved,approve,P3,24,Transaction Monitoring,0,0.3427,medium,train
CASE-001533,TX001533,2024-11-04 8:09:17,AC00218,REC-0271,170.45,Pontianak,6171,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.1995,low,train
CASE-001534,TX001534,2024-11-04 8:09:37,AC00294,REC-0217,344.27,Surakarta,3372,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.2259,medium,train
CASE-001535,TX001535,2024-11-04 8:10:49,AC00407,REC-0057,872.72,Bekasi,3275,0,None,Auto-Approved,approve,P3,24,Transaction Monitoring,0,0.4252,medium,train
CASE-001536,TX001536,2024-11-04 8:11:13,AC00480,REC-0148,292.95,Banjarmasin,6371,0,None,Cleared,approve,P4,72,Transaction Monitoring,0,0.151,low,train
CASE-001537,TX001537,2024-11-04 8:09:03,AC00367,REC-0122,28.44,Jakarta Utara,3175,0,None,Cleared,approve,P4,72,Transaction Monitoring,0,0.1137,low,train
CASE-001538,TX001538,2024-11-04 8:11:19,AC00324,REC-0155,209.02,Sorong,9271,0,None,Auto-Approved,approve,P3,24,Transaction Monitoring,0,0.4928,high,validation
CASE-001539,TX001539,2024-11-04 8:08:00,AC00253,REC-0063,20.05,Jakarta Pusat,3171,0,None,Auto-Approved,approve,P3,24,Transaction Monitoring,1,0.3117,medium,train
CASE-001540,TX001540,2024-11-04 8:09:21,AC00344,REC-0025,175.02,Jakarta Selatan,3174,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.1329,low,validation
CASE-001541,TX001541,2024-11-04 8:09:01,AC00153,REC-0123,89.5,Jambi,1571,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.2485,medium,train
CASE-001542,TX001542,2024-11-04 8:08:13,AC00016,REC-0215,69.96,Makassar,7371,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.116,low,train
CASE-001543,TX001543,2024-11-04 8:10:39,AC00291,REC-0235,146.51,Bandar Lampung,1871,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.1009,low,train
CASE-001544,TX001544,2024-11-04 8:07:49,AC00362,REC-0033,376.78,Manado,7171,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.1724,low,validation
CASE-001545,TX001545,2024-11-04 8:11:52,AC00202,REC-0057,148.54,Kendari,7471,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.1291,low,train
